GeneID,phiMean
YAL010C,0.18268108226054
YAL035W,2.96398206251309
YAL049C,0.732375728357115
YAL053W,1.09923518047526
YAL059W,0.984173674589044
YAR007C,1.35845187978966
YAR008W,0.23686991566439
YBL007C,1.23107234315987
YBL015W,1.65592005331152
YBL029W,0.205533131884857
YBL033C,0.36552133002337
YBL041W,0.823115382488502
YBL076C,2.79932245022417
YBR017C,0.546424756757857
YBR022W,0.270740786424348
YBR023C,0.798557704197482
YBR028C,0.551911642541747
YBR038W,0.983731752760261
YBR041W,1.15005817152232
YBR047W,0.251469713667602
YBR058C,0.591229006079309
YBR060C,0.488857407207976
YBR061C,0.472885166189712
YBR063C,0.167219766435224
YBR080C,1.19957771982251
YBR107C,0.21796877621743
YBR108W,0.274999602016832
YBR110W,0.349341473048237
YBR142W,0.977145796498809
YBR143C,2.61552489569531
YBR160W,0.954746628139144
YBR164C,1.19528562822848
YBR169C,1.12723383340717
YBR182C,0.204070852651687
YBR185C,0.340167581203078
YBR218C,2.49096306187968
YCL002C,0.151869255263379
YCL030C,2.23490346744466
YCL040W,1.10817130330771
YCL044C,0.393456617583557
YCL055W,0.682057112877764
YCR024C,0.398450926924099
YCR037C,0.945266184287564
YCR042C,0.291213137875169
YCR046C,0.42232488530168
YCR063W,0.353251080828992
YCR095C,0.126449083923697
YDL022W,3.9647271721259
YDL053C,0.452471190786334
YDL057W,0.170273741082855
YDL084W,2.96874398791897
YDL086W,1.21249451867375
YDL102W,0.990226511706304
YDL107W,0.134092432769758
YDL115C,0.232334049755096
YDL127W,0.275689292742755
YDL134C,0.482533823125193
YDL141W,0.445754802189794
YDL143W,1.66383612814729
YDL154W,0.208646648403953
YDL155W,0.286166293699274
YDL161W,0.488990167907933
YDL165W,0.314247552670329
YDL166C,0.376486849727474
YDL168W,1.5949431286371
YDL177C,0.462176880199902
YDL180W,0.179789917050788
YDL211C,0.221790196462454
YDL230W,0.204012918158564
YDR003W,0.166877918509661
YDR022C,0.292730366064912
YDR026C,0.493269770437432
YDR037W,3.55769366330279
YDR072C,0.354800806664174
YDR078C,0.142922858101329
YDR081C,0.27827605236261
YDR091C,2.96764220748269
YDR092W,0.432271728539246
YDR119W,0.343189303761293
YDR151C,0.29347719892
YDR155C,5.40307021667045
YDR160W,0.211075615600159
YDR167W,0.146228485178159
YDR181C,0.228035367274145
YDR188W,1.22405867023844
YDR219C,0.129885055843428
YDR239C,0.186170081751235
YDR245W,0.320194844755908
YDR246W,0.322914123064964
YDR259C,0.25367185431889
YDR272W,0.483305771328465
YDR293C,1.18606089593262
YDR302W,0.763020087199069
YDR312W,0.549920379992408
YDR314C,0.301801340756067
YDR333C,0.575634759953635
YDR339C,0.461308130254001
YDR359C,0.185057356672827
YDR373W,0.397942315477413
YDR376W,0.433949629420825
YDR436W,0.244182775721676
YDR456W,0.759800578263999
YDR520C,0.182976638570573
YDR528W,0.367619983978032
YDR532C,0.118710596514134
YDR540C,0.371902924217316
YEL011W,1.05226045976807
YEL016C,0.115299137314809
YEL023C,0.21965938442122
YEL056W,0.406186570993567
YEL061C,0.39417687121021
YER015W,0.814229126298688
YER016W,0.166000776623704
YER048C,0.903840826722258
YER053C,0.887294856337151
YER066W,0.35735048667655
YER070W,2.60778683345336
YER073W,1.42533587650842
YER090W,1.53063259521315
YER110C,2.86377515231854
YER114C,0.418564873871733
YER119C,0.312993474842375
YER122C,0.658972988673084
YER127W,0.760377916823865
YER133W,1.47429921734319
YER147C,0.0722580472049604
YER149C,0.239316255783308
YER152C,0.175468830833293
YER154W,0.781495166473327
YER166W,0.7922025988407
YER174C,0.320987132755951
YER176W,0.479851767763324
YFL031W,0.253488346585884
YFL037W,2.08377462397457
YFL050C,0.279042549202293
YFR006W,1.20167412040797
YFR043C,0.193097318575517
YFR052W,0.757527045705397
YGL006W,0.721917954404365
YGL036W,0.452713180687936
YGL050W,0.325697971386172
YGL055W,4.88827329960328
YGL062W,1.96605381161328
YGL076C,8.74183531090528
YGL078C,2.08424974497769
YGL082W,0.425726581946334
YGL092W,0.447794586629863
YGL093W,0.10314486518059
YGL099W,1.33063982754918
YGL112C,0.608435109961572
YGL113W,0.164327033110679
YGL114W,0.180255255879308
YGL116W,0.572972331126616
YGL125W,1.50552941383265
YGL144C,0.247852808101995
YGL180W,0.427102559719026
YGL183C,0.182330350223603
YGL190C,0.312428326844788
YGL195W,1.23849246662718
YGL200C,1.6836736805683
YGL233W,0.522543637958419
YGL238W,1.17321918610201
YGL251C,0.11153307494751
YGR043C,0.860488697000076
YGR065C,1.13557581554843
YGR072W,0.332074860647381
YGR078C,0.179798480485519
YGR082W,1.52084979389227
YGR086C,2.94567866528595
YGR088W,1.81183034136589
YGR091W,0.350706793733707
YGR116W,1.26388976718497
YGR122W,0.133332498429488
YGR127W,0.229515870860164
YGR132C,1.63848257153253
YGR141W,0.216334744140302
YGR142W,0.68456093233965
YGR150C,0.216656378435245
YGR156W,0.382262851724868
YGR174C,0.374037089169403
YGR180C,4.68179846275983
YGR204W,2.28839685305981
YGR207C,0.904892506263449
YGR214W,6.61142033435539
YGR229C,0.861257951636693
YGR235C,0.769406409420733
YGR238C,0.108791226565405
YGR240C,4.03215707763987
YGR245C,1.22514915255172
YGR253C,0.791751678520622
YGR254W,11.8122302181407
YGR274C,0.682929776481545
YGR281W,1.01585279124357
YGR282C,4.2658066858831
YGR289C,1.19628569807055
YHL003C,0.647047732267837
YHL016C,0.948690861547738
YHR022C,0.491837247032062
YHR027C,1.38189555439219
YHR028C,0.311136669936013
YHR033W,0.273640656930671
YHR042W,1.76052181311269
YHR077C,0.25171062889177
YHR097C,0.402930843854121
YHR152W,0.222194857230212
YHR159W,0.0945913021194872
YHR161C,0.206317300865371
YHR201C,0.500719191916768
YHR204W,0.286892013011162
YIL006W,0.11986483908351
YIL010W,0.562430845490805
YIL015W,0.315046508643957
YIL016W,0.790405971218946
YIL020C,0.692444015339723
YIL042C,0.135372675849946
YIL046W,0.123467524483242
YIL063C,0.663781327216332
YIL070C,1.27680828326474
YIL094C,2.4585672644641
YIL096C,0.323740192257626
YIL098C,0.353736236886598
YIL105C,0.317980897799659
YIL112W,0.241087850481221
YIL121W,0.335097008923669
YIL122W,0.0772790083801209
YIL128W,0.384196847285177
YIL129C,0.267601153776314
YIL136W,0.822674486703067
YIL138C,1.59044454615744
YIL140W,0.743032355945873
YIL152W,0.119044752538661
YIL157C,1.11461755269101
YIL164C,0.491851718362284
YIR023W,0.278134200117086
YIR025W,0.0947083359722885
YIR030C,0.182036785984887
YJL023C,0.177284212085043
YJL025W,0.225652253420502
YJL031C,0.484535747262315
YJL046W,0.155925352272811
YJL056C,0.456280657166786
YJL079C,2.61809707687555
YJL085W,0.570125268664483
YJL093C,0.331190268495038
YJL125C,0.293160579684352
YJL154C,0.439396325169234
YJL186W,0.712558301390757
YJR006W,0.552983494818321
YJR008W,0.547683123262166
YJR013W,0.230308937038161
YJR040W,0.540188073016344
YJR043C,0.24929063574307
YJR050W,0.134198330513713
YJR053W,0.273688151496924
YJR073C,1.34666687450322
YJR075W,0.927571565755997
YJR147W,0.249126331184304
YKL011C,0.120038364984577
YKL016C,1.50893703494974
YKL022C,0.192492921256821
YKL026C,0.309085478478415
YKL029C,1.92088499068021
YKL034W,0.217301274328205
YKL048C,0.102914447111747
YKL051W,0.720586927428254
YKL072W,0.255768216264804
YKL073W,0.487644130512939
YKL078W,0.544377915146374
YKL080W,1.61652044474268
YKL105C,0.115124456616695
YKL109W,1.30022782820406
YKL121W,0.259324934174559
YKL130C,0.39147474730244
YKL144C,0.314822549901514
YKL163W,3.03664058986349
YKL175W,0.458844173608569
YKL194C,0.697381698415571
YKL206C,0.139755908567992
YKL207W,0.611091986426121
YKL208W,0.198932252604193
YKL209C,0.414881040397801
YKR003W,0.426181730825542
YKR004C,0.153404792980988
YKR024C,0.82899861967955
YKR067W,0.929214251557582
YKR075C,0.335737047279372
YKR078W,0.186409007040691
YKR085C,0.561362703157989
YKR099W,0.1580095775443
YKR100C,0.175306574313437
YLL008W,1.68795732730137
YLL018C,3.22773874278104
YLL041C,1.62401320434878
YLR016C,0.270348944156212
YLR018C,0.129140506128709
YLR020C,0.287307070234033
YLR028C,0.946460583407472
YLR030W,0.201174511104869
YLR035C,0.204267361299382
YLR058C,5.41307109046149
YLR077W,0.307187333973081
YLR083C,1.13815647699974
YLR085C,0.137678779427967
YLR088W,0.304787379683526
YLR094C,0.228084574411834
YLR129W,0.77081219066742
YLR142W,1.43107581183751
YLR174W,0.927615764961324
YLR208W,1.89851179228264
YLR213C,0.160659629872023
YLR219W,0.400799753005727
YLR222C,0.768143124174217
YLR244C,2.23639176657161
YLR272C,0.298724514258051
YLR281C,0.0939701215798096
YLR288C,0.100306379333889
YLR321C,0.632647004468727
YLR348C,0.747900596191391
YLR373C,0.459467208319465
YLR383W,0.561547527372389
YLR389C,0.751636472500272
YLR409C,0.871029309931517
YLR426W,0.109720643654587
YLR432W,4.04310901071134
YLR438W,2.67002087395616
YLR453C,0.23712362064263
YLR457C,0.207989879211234
YML002W,0.243746588735084
YML005W,0.195836269287607
YML043C,0.539037253917673
YML063W,7.76729402092806
YML079W,0.739818925447145
YML096W,0.154453579941518
YML112W,0.349661791663931
YMR006C,1.54962893080476
YMR009W,0.734817252244238
YMR013C,0.163337035404243
YMR024W,0.325611385728219
YMR025W,0.149817940781508
YMR029C,0.392749331240404
YMR040W,0.196947183677111
YMR044W,0.165658339301357
YMR049C,1.52351337564999
YMR055C,0.12257452282756
YMR058W,1.49084115177916
YMR064W,0.137790166470922
YMR073C,0.320351958074867
YMR083W,2.4396486841988
YMR114C,0.218657698585704
YMR120C,2.55523320957682
YMR124W,0.414012556869242
YMR137C,0.126698669422418
YMR144W,0.106787187587906
YMR147W,0.433097233832127
YMR153W,0.183036260249336
YMR155W,0.121076551494048
YMR157C,0.488311751327637
YMR164C,0.332029265561471
YMR196W,0.910099977275997
YMR203W,2.26730310849286
YMR204C,0.118044054816502
YMR233W,0.330484371195961
YMR239C,0.404959780072132
YMR242C,7.39216903682948
YMR247C,0.431250772436001
YMR260C,2.86505839309959
YMR288W,0.403087267023067
YMR299C,0.161130812967366
YMR307W,3.27619571807078
YMR313C,0.198595432032556
YMR316W,0.205241676342605
YMR319C,1.27319068742759
YNL036W,1.47704714749316
YNL039W,0.390460836641336
YNL044W,1.69802120285502
YNL049C,0.776152676811265
YNL050C,0.243877947243842
YNL052W,1.28577702108911
YNL062C,0.64466272549965
YNL067W,8.58232778004952
YNL071W,1.90417375904898
YNL075W,0.891120389987516
YNL092W,0.150833281825779
YNL097C,0.462670639767793
YNL110C,0.868217908383766
YNL115C,0.664193874022008
YNL130C,0.760559153648544
YNL152W,0.231518805024572
YNL154C,0.886198000413989
YNL164C,0.150581584004427
YNL177C,0.267772290105544
YNL187W,0.126857310088628
YNL189W,1.94948346325924
YNL191W,0.619988173094531
YNL200C,0.393729601813486
YNL218W,0.310340730996396
YNL237W,0.262250084556048
YNL241C,1.12773694137291
YNL255C,3.15667498621115
YNL258C,0.293016676955025
YNL295W,0.134067120314648
YNL298W,0.430674955024766
YNL317W,0.155233890065718
YNR008W,0.412412601406112
YNR031C,0.452146408365794
YNR035C,1.62520443076116
YNR036C,0.361385930096667
YNR045W,0.118257983281625
YNR050C,2.6451433777239
YNR052C,0.385440638789049
YNR075W,0.326493512265378
YOL003C,0.20610494262615
YOL006C,0.85391681454495
YOL007C,0.660836753052858
YOL008W,0.15710839875798
YOL028C,0.217290478135625
YOL052C,0.84604793473996
YOL057W,0.87669070526503
YOL058W,3.46493098745061
YOL063C,0.200679894973837
YOL067C,0.55113059755858
YOL069W,0.249037538023281
YOL070C,0.253896071901687
YOL078W,0.110595850883023
YOL087C,0.361123298239275
YOL092W,0.798552736412591
YOL114C,0.286280411716788
YOL120C,9.24950104018353
YOL129W,0.311524175344545
YOL136C,0.739231673040546
YOL143C,1.33747994676739
YOR008C,0.204249295779332
YOR017W,0.211639459278921
YOR021C,1.16189792505144
YOR034C,0.287840955197343
YOR037W,0.190060048473958
YOR038C,0.376256138848106
YOR063W,10.7197423542085
YOR114W,0.199715314162998
YOR138C,0.141233227794377
YOR140W,0.439688882495977
YOR157C,0.992450500442678
YOR165W,0.882379350948314
YOR166C,0.490557667392858
YOR181W,0.304187233889893
YOR197W,0.958695419675383
YOR219C,0.412041259012378
YOR229W,0.7887259506913
YOR233W,0.302025344668111
YOR236W,0.208486953792228
YOR266W,0.151939390007639
YOR281C,0.424540444036792
YOR291W,0.414469586234265
YOR299W,0.136208199027064
YOR315W,0.112105608777147
YOR383C,6.16467936862731
YPL001W,0.31957364961566
YPL004C,1.90511436768123
YPL008W,0.0983090252623523
YPL022W,0.153963166630942
YPL029W,0.202972718149946
YPL032C,0.906894364243569
YPL037C,6.11919344716059
YPL038W,0.165403044551364
YPL065W,0.427767215245796
YPL081W,4.64683119571329
YPL101W,0.32201326367047
YPL104W,0.413339618820107
YPL112C,0.28004836369381
YPL122C,0.918858169398948
YPL123C,0.494805487002022
YPL124W,0.132047978414418
YPL131W,10.3019773182906
YPL140C,0.210956369204292
YPL180W,0.243295884652802
YPL193W,0.14656329390504
YPL194W,0.162659984139533
YPL206C,0.507281393420915
YPL209C,0.111654872171011
YPL213W,0.244449737109506
YPL222W,0.191306871153998
YPL229W,0.450397013960342
YPL232W,1.25143158027614
YPL256C,0.873936408984667
YPL260W,0.922712000124855
YPL265W,1.8196807926086
YPL266W,1.13482032967606
YPL274W,1.04010001045181
YPR008W,0.287145280366234
YPR021C,0.340600209500945
YPR032W,0.416479078153582
YPR048W,0.558366763867007
YPR066W,0.136534709634709
YPR069C,2.91696665423206
YPR071W,0.216815833718036
YPR089W,0.589071836156043
YPR097W,0.5283812248311
YPR125W,0.848150225975523
YPR187W,1.68798535166791
YPR196W,0.144820040921949
