Gene PsiValue PsiValue
YAL001C 0.196865998584828 0.196865998584828
YAL002W 0.197317211529771 0.197317211529771
YAL003W 0.197015223435453 0.197015223435453
YAL007C 0.197333450942328 0.197333450942328
YAL008W 0.196607316257076 0.196607316257076
YAL009W 0.197272442348796 0.197272442348796
YAL010C 0.197573826245348 0.197573826245348
YAL011W 0.196940039474949 0.196940039474949
YAL012W 0.197064998896783 0.197064998896783
YAL013W 0.197368302453079 0.197368302453079
YAL014C 0.197367374934163 0.197367374934163
YAL015C 0.197250329574328 0.197250329574328
YAL016W 0.19705313879358 0.19705313879358
YAL017W 0.197152430092392 0.197152430092392
YAL019W 0.197421618618406 0.197421618618406
YAL020C 0.197598533293674 0.197598533293674
YAL021C 0.19736485690426 0.19736485690426
YAL022C 0.197481966307635 0.197481966307635
YAL023C 0.197113698314567 0.197113698314567
YAL024C 0.196624384806873 0.196624384806873
YAL025C 0.196986074095898 0.196986074095898
YAL026C 0.197353045208675 0.197353045208675
YAL027W 0.195580787975784 0.195580787975784
YAL028W 0.197676779741706 0.197676779741706
YAL029C 0.197202239971835 0.197202239971835
YAL031C 0.197394457921856 0.197394457921856
YAL032C 0.196695863236585 0.196695863236585
YAL033W 0.198736203957608 0.198736203957608
YAL034C 0.202145443409206 0.202145443409206
YAL034W-A 0.196832551032798 0.196832551032798
YAL035W 0.197008158751618 0.197008158751618
YAL036C 0.197035784921912 0.197035784921912
YAL037W 0.203728280577819 0.203728280577819
YAL038W 0.196990793473324 0.196990793473324
YAL039C 0.196595936046103 0.196595936046103
YAL040C 0.196738442526259 0.196738442526259
YAL041W 0.197023646952198 0.197023646952198
YAL042W 0.197187537063425 0.197187537063425
YAL043C 0.197774131807004 0.197774131807004
YAL044C 0.197046342806359 0.197046342806359
YAL047C 0.196140294039223 0.196140294039223
YAL048C 0.198388689380969 0.198388689380969
YAL049C 0.197425879788133 0.197425879788133
YAL051W 0.196674964377575 0.196674964377575
YAL053W 0.197030956585622 0.197030956585622
YAL055W 0.198576751513211 0.198576751513211
YAL056W 0.197469888819438 0.197469888819438
YAL058W 0.197304695018112 0.197304695018112
YAL059W 0.197455543943097 0.197455543943097
YAL060W 0.197053762050738 0.197053762050738
YAL061W 0.197512152559019 0.197512152559019
YAL062W 0.197030299724642 0.197030299724642
YAR002C-A 0.197041652677363 0.197041652677363
YAR002W 0.196861724097191 0.196861724097191
YAR003W 0.197378490934337 0.197378490934337
YAR007C 0.196996689104036 0.196996689104036
YAR008W 0.19762985836782 0.19762985836782
YAR014C 0.197134527364634 0.197134527364634
YAR015W 0.196828026939673 0.196828026939673
YAR018C 0.197268042313156 0.197268042313156
YAR019C 0.19655543334935 0.19655543334935
YAR023C 0.210298183607678 0.210298183607678
YAR027W 0.197073669856991 0.197073669856991
YAR028W 0.197130346704973 0.197130346704973
YAR031W 0.198630257276004 0.198630257276004
YAR042W 0.197062063353863 0.197062063353863
YBL004W 0.197031900199797 0.197031900199797
YBL005W 0.19635764850241 0.19635764850241
YBL006C 0.197494683590185 0.197494683590185
YBL007C 0.197154377702901 0.197154377702901
YBL008W 0.197100831623798 0.197100831623798
YBL009W 0.197218165680747 0.197218165680747
YBL010C 0.197402365482942 0.197402365482942
YBL011W 0.197562381768532 0.197562381768532
YBL014C 0.196276193777361 0.196276193777361
YBL015W 0.197034512244404 0.197034512244404
YBL016W 0.196743695033827 0.196743695033827
YBL017C 0.197086011278731 0.197086011278731
YBL019W 0.197004017313976 0.197004017313976
YBL020W 0.197441714901477 0.197441714901477
YBL022C 0.197402851284209 0.197402851284209
YBL023C 0.197160591429148 0.197160591429148
YBL024W 0.197036089425593 0.197036089425593
YBL027W 0.197051278410801 0.197051278410801
YBL029W 0.200019191317062 0.200019191317062
YBL030C 0.196968580016078 0.196968580016078
YBL031W 0.19727551928833 0.19727551928833
YBL032W 0.196864117132928 0.196864117132928
YBL033C 0.196986956052634 0.196986956052634
YBL034C 0.197236997712165 0.197236997712165
YBL035C 0.197052757928215 0.197052757928215
YBL036C 0.197130920727537 0.197130920727537
YBL037W 0.197144777628677 0.197144777628677
YBL038W 0.197693480129994 0.197693480129994
YBL039C 0.197042652938215 0.197042652938215
YBL040C 0.196931223773884 0.196931223773884
YBL041W 0.196966279366365 0.196966279366365
YBL042C 0.196990265610792 0.196990265610792
YBL045C 0.19683073918579 0.19683073918579
YBL046W 0.197457677298564 0.197457677298564
YBL047C 0.197108931715927 0.197108931715927
YBL050W 0.197038053736306 0.197038053736306
YBL051C 0.196814066667986 0.196814066667986
YBL052C 0.197714034233996 0.197714034233996
YBL054W 0.19737228260216 0.19737228260216
YBL055C 0.19697602902438 0.19697602902438
YBL056W 0.197192935002198 0.197192935002198
YBL057C 0.197646727485717 0.197646727485717
YBL058W 0.197197386111762 0.197197386111762
YBL059W 0.199013494128359 0.199013494128359
YBL060W 0.197026208500484 0.197026208500484
YBL061C 0.197146785265023 0.197146785265023
YBL063W 0.197112655502697 0.197112655502697
YBL064C 0.196284169817267 0.196284169817267
YBL067C 0.197183928915605 0.197183928915605
YBL068W 0.197165487167779 0.197165487167779
YBL069W 0.196849463824308 0.196849463824308
YBL074C 0.197772849371881 0.197772849371881
YBL075C 0.197607690751642 0.197607690751642
YBL076C 0.197104879229768 0.197104879229768
YBL079W 0.197019498709084 0.197019498709084
YBL080C 0.197367869544081 0.197367869544081
YBL081W 0.197011228393304 0.197011228393304
YBL082C 0.196814159300343 0.196814159300343
YBL084C 0.197012334918485 0.197012334918485
YBL085W 0.197213417489636 0.197213417489636
YBL086C 0.197442179726926 0.197442179726926
YBL088C 0.197162950038976 0.197162950038976
