Gene,PsiValue
YAL001C,0.976382507324219
YAL002W,1.05580810546875
YAL003W,1.02793566894531
YAL007C,1.02044067382813
YAL008W,1.01585711669922
YAL009W,1.0529462890625
YAL010C,0.969642578125
YAL011W,0.981881164550781
YAL012W,0.893568969726563
YAL013W,0.997406982421875
YAL014C,1.05360888671875
YAL015C,1.09984399414063
YAL016W,0.945838684082031
YAL017W,0.910169860839844
YAL019W,0.964753662109375
YAL020C,1.10225329589844
YAL021C,1.001537109375
YAL022C,0.924301818847656
YAL023C,1.01655358886719
YAL024C,1.01157904052734
YAL025C,0.871892211914063
YAL026C,1.00677557373047
YAL027W,0.910360290527344
YAL028W,1.0378955078125
YAL029C,1.08273254394531
YAL031C,0.976050964355469
YAL032C,0.880350891113281
YAL033W,0.962714477539062
YAL034C,1.08798278808594
YAL035W,1.0564111328125
YAL036C,0.955302062988281
YAL037W,1.04203967285156
YAL038W,0.866487365722656
YAL039C,0.990815612792969
YAL040C,1.04181628417969
YAL041W,0.972092529296875
YAL042W,0.973759399414063
YAL043C,0.922425842285156
YAL044C,0.997088623046875
YAL047C,1.0663896484375
YAL048C,0.929564147949219
YAL049C,0.923504943847656
YAL051W,1.01164910888672
YAL053W,0.956098083496094
YAL055W,1.062611328125
YAL056W,1.04732739257813
YAL058W,1.08616491699219
YAL059W,1.03975268554688
YAL060W,1.01188055419922
YAL061W,0.97895947265625
YAL062W,1.01507080078125
YAR002W,0.917746337890625
YAR003W,0.929830444335938
YAR007C,0.95880419921875
YAR008W,1.08301135253906
YAR014C,0.9147138671875
YAR015W,0.912241394042969
YAR018C,1.05663146972656
YAR019C,0.971063537597656
YAR023C,0.97868017578125
YAR027W,0.944270324707031
YAR028W,1.03416552734375
YAR031W,1.09876391601563
YAR042W,0.956807434082031
YBL004W,0.964691040039062
YBL005W,0.913648986816406
YBL006C,1.04232800292969
YBL007C,0.974490783691406
YBL008W,0.963544738769531
YBL009W,1.11143273925781
YBL010C,0.963482727050781
YBL011W,1.01024743652344
YBL014C,1.02247235107422
YBL015W,1.06384313964844
YBL016W,0.959843017578125
YBL017C,1.02181994628906
YBL019W,1.00540777587891
YBL020W,0.946731079101563
YBL022C,0.952189453125
YBL023C,1.02071875
YBL024W,0.959234008789063
YBL027W,0.98973388671875
YBL029W,1.08846008300781
YBL030C,1.09413549804687
YBL031W,1.049337890625
YBL032W,0.939871948242187
YBL033C,1.0528896484375
YBL034C,0.953120788574219
YBL035C,1.06636938476563
YBL036C,0.949736511230469
YBL037W,0.951854125976562
YBL038W,0.951691223144531
YBL039C,0.995295593261719
YBL040C,0.912878723144531
YBL041W,1.05250170898437
YBL042C,0.964187805175781
YBL045C,1.05998498535156
YBL046W,0.971701538085938
YBL047C,1.03723071289063
YBL050W,1.09637646484375
YBL051C,1.02237939453125
YBL052C,1.01734820556641
YBL054W,0.932981750488281
YBL055C,1.02499877929688
YBL056W,0.993437744140625
YBL057C,0.988762145996094
YBL058W,1.07819458007812
YBL059W,1.0270517578125
YBL060W,0.977030639648438
YBL061C,0.965964416503906
YBL063W,0.993903381347656
YBL064C,1.00649713134766
YBL067C,0.912449829101562
YBL068W,0.928298095703125
YBL069W,0.97424169921875
YBL074C,1.11686608886719
YBL075C,0.916383361816406
YBL076C,1.08450988769531
YBL079W,0.919231079101563
YBL080C,1.06753979492188
YBL081W,0.956484558105469
YBL082C,1.02714880371094
YBL084C,0.894215270996094
YBL085W,0.989006286621094
YBL086C,1.04704699707031
YBL088C,0.977294799804687
YBL089W,1.05387182617187
YBL090W,1.07562866210937
