Gene,PsiValue
YKL051W,0.920391296386719
YKL072W,0.982632690429687
YKL073W,0.987154541015625
YKL078W,0.848046630859375
YKL080W,0.968046142578125
YKL105C,0.910687927246094
YKL109W,1.02390234375
YKL121W,0.960629455566406
YKL130C,0.947514099121094
YKL144C,1.07370739746094
YKL163W,1.11860339355469
YKL175W,0.906013305664062
YKL194C,1.03526086425781
YKL206C,1.09481091308594
YKL207W,1.05715466308594
YKL208W,0.969252319335937
YKL209C,0.95008203125
YKR003W,0.936585083007813
YKR004C,1.13995104980469
YKR024C,0.990845886230469
YKR067W,1.00300823974609
YKR075C,1.02000988769531
YKR078W,1.06733483886719
YKR085C,0.903359313964844
YKR099W,1.01134777832031
YKR100C,0.982505432128906
YLL008W,0.966108032226562
YLL018C,0.978629699707031
YLL041C,0.95666748046875
YLR016C,1.04126904296875
YLR018C,1.04181420898437
YLR020C,0.858631042480469
YLR028C,0.97848095703125
YLR030W,0.895610473632813
YLR035C,1.02949987792969
YLR058C,0.970127319335938
YLR077W,1.00409222412109
YLR083C,1.044525390625
YLR085C,1.04573645019531
YLR088W,0.949665649414063
YLR094C,0.996869140625
YLR129W,1.00515521240234
YLR142W,0.972780944824219
YLR174W,1.01845465087891
YLR208W,0.992635009765625
YLR213C,0.99198583984375
YLR219W,0.91693310546875
YLR222C,1.01404797363281
YLR244C,1.00169750976563
YLR272C,0.981723876953125
YLR281C,0.968536254882812
YLR288C,0.969923278808594
YLR321C,0.941408569335938
YLR348C,1.06586901855469
YLR373C,1.13727331542969
YLR383W,1.02122204589844
YLR389C,0.90543505859375
YLR409C,0.839000244140625
YLR426W,1.00804119873047
YLR432W,0.956226867675781
YLR438W,0.940210266113281
YLR453C,0.98745751953125
YLR457C,1.01074432373047
YML002W,0.921937561035156
YML005W,0.966430725097656
YML043C,1.13785510253906
YML063W,1.07644421386719
YML079W,1.00326135253906
YML096W,1.03673571777344
YML112W,0.965263305664062
YMR006C,0.938402099609375
YMR009W,0.991558654785156
YMR013C,0.999567077636719
YMR024W,0.997064208984375
YMR025W,1.05403955078125
YMR029C,0.904159606933594
YMR040W,1.0532001953125
YMR044W,0.918972900390625
YMR049C,1.06933251953125
YMR055C,1.01249029541016
YMR058W,1.02605786132813
YMR064W,1.07002758789062
YMR073C,0.935373840332031
YMR083W,1.01835070800781
YMR114C,1.05766345214844
YMR120C,0.939840759277344
YMR124W,0.963966918945313
YMR137C,1.0748564453125
YMR144W,1.05015258789063
YMR147W,0.930130554199219
YMR153W,0.910408081054688
YMR155W,1.05461279296875
YMR157C,0.920767883300781
YMR164C,1.16517370605469
YMR196W,1.01098974609375
YMR203W,1.02291265869141
YMR204C,0.971998413085937
YMR233W,0.966126708984375
YMR239C,1.03274157714844
YMR242C,0.921420288085937
YMR247C,0.9837724609375
YMR260C,1.01800610351562
YMR288W,0.895644165039063
YMR299C,1.01674584960938
YMR307W,0.970499572753906
YMR313C,1.03792932128906
YMR316W,0.970764099121094
YMR319C,0.961856201171875
YNL036W,0.956474243164062
YNL039W,0.918151123046875
YNL044W,1.04305883789062
YNL049C,1.06647705078125
YNL050C,1.0591181640625
YNL052W,0.912941284179687
YNL062C,0.972432006835937
YNL067W,0.963611633300781
YNL071W,1.01873547363281
YNL075W,1.01822033691406
YNL092W,1.07006591796875
YNL097C,0.9113876953125
YNL110C,1.02789428710938
YNL115C,0.924348815917969
YNL130C,0.922356262207031
YNL152W,1.04220263671875
YNL154C,0.961648803710938
YNL164C,0.945200805664063
YNL177C,0.926375732421875
YNL187W,0.955127319335938
YNL189W,0.974464538574219
YNL191W,1.02789819335937
YNL200C,0.920847290039063
YNL218W,1.01223480224609
YNL237W,1.00347357177734
YNL241C,1.02910571289062
YNL255C,0.944177856445312
YNL258C,0.891842834472656
YNL295W,1.04712731933594
YNL298W,0.92434521484375
YNL317W,1.16812841796875
YNR008W,1.07643884277344
YNR031C,0.926434265136719
YNR035C,0.930353088378906
YNR036C,1.012048828125
YNR045W,1.00580487060547
YNR050C,0.898965515136719
YNR052C,1.0868994140625
YNR075W,0.993435424804687
YOL003C,0.978085205078125
YOL006C,1.04699877929687
YOL007C,0.944048095703125
YOL008W,1.00372308349609
YOL028C,1.00004644775391
YOL052C,1.12242700195313
YOL057W,0.961106506347656
YOL058W,0.994036743164063
YOL063C,0.962059814453125
YOL067C,1.06447766113281
YOL069W,0.996626220703125
YOL070C,1.01391137695312
YOL078W,0.937730346679687
YOL087C,1.00879876708984
YOL092W,0.924173583984375
YOL114C,0.902265747070312
YOL120C,0.954934753417969
YOL129W,0.987159057617187
YOL136C,0.919747192382813
YOL143C,0.976984313964844
YOR008C,0.97663330078125
YOR017W,0.984938842773437
YOR021C,0.96977587890625
YOR034C,1.01655462646484
YOR037W,1.0420146484375
YOR038C,0.976920288085937
YOR063W,1.09192822265625
YOR114W,1.07253454589844
YOR138C,1.08621069335937
YOR140W,1.03203088378906
YOR157C,0.989029541015625
YOR165W,0.929465148925781
YOR166C,0.925283203125
YOR181W,0.944361450195312
YOR197W,0.876061096191406
YOR219C,1.13991662597656
YOR229W,0.916030212402344
YOR233W,0.935829956054688
YOR236W,1.01567242431641
YOR266W,0.942555541992187
YOR281C,0.963090576171875
YOR291W,1.00041784667969
YOR299W,0.936468078613281
YOR315W,0.955723205566406
YOR383C,0.995095886230469
YPL001W,1.09003015136719
YPL004C,0.981723388671875
YPL008W,0.950307250976563
YPL022W,1.06578845214844
YPL029W,1.04698303222656
YPL032C,1.00081457519531
YPL037C,1.02825122070312
YPL038W,0.955551635742187
YPL065W,1.0400263671875
YPL081W,0.989804870605469
YPL101W,1.03354650878906
YPL104W,1.13129931640625
YPL112C,0.941407104492187
YPL122C,0.955368530273437
YPL123C,0.981605163574219
YPL124W,0.930425598144531
YPL131W,0.918922119140625
YPL140C,1.02463171386719
YPL180W,1.02790124511719
YPL193W,1.05894213867187
YPL194W,0.907405517578125
YPL206C,0.99757470703125
YPL209C,1.08616064453125
YPL213W,0.942228881835937
YPL222W,1.03714953613281
YPL229W,0.920464538574219
YPL232W,1.01308349609375
YPL256C,1.03901550292969
YPL260W,0.940382202148437
YPL265W,1.00640539550781
YPL266W,1.03964709472656
YPL274W,0.967564514160156
YPR008W,1.03388415527344
YPR021C,1.0631640625
YPR032W,1.05876672363281
YPR048W,1.01395520019531
YPR066W,1.02903149414062
YPR069C,1.01739575195312
YPR071W,1.06068688964844
YPR089W,0.975874267578125
YPR097W,0.996189514160156
YPR125W,0.879517333984375
YPR187W,0.994694763183594
YPR196W,1.03315356445312
