Gene,PsiValue
YAL010C,0.915655822753906
YAL035W,0.994924438476563
YAL049C,0.923930480957031
YAL053W,0.986238220214844
YAL059W,0.976230041503906
YAR007C,0.977345275878906
YAR008W,1.01182171630859
YBL007C,1.03111083984375
YBL015W,1.01794708251953
YBL029W,0.959495361328125
YBL033C,0.965265380859375
YBL041W,0.899078308105469
YBL076C,0.955628540039063
YBR017C,1.14224841308594
YBR022W,0.904132690429687
YBR023C,1.03972143554687
YBR028C,0.965249267578125
YBR038W,0.963611877441406
YBR041W,0.87236181640625
YBR047W,1.1249033203125
YBR058C,0.95259814453125
YBR060C,1.02097436523438
YBR061C,0.964168212890625
YBR063C,0.992163513183594
YBR080C,0.961845947265625
YBR107C,1.03627465820313
YBR108W,1.01273791503906
YBR110W,0.992790954589844
YBR142W,1.06340380859375
YBR143C,0.949662414550781
YBR160W,0.954404663085938
YBR164C,1.14005834960938
YBR169C,1.068701171875
YBR182C,1.06116833496094
YBR185C,1.03969689941406
YBR218C,0.973292053222656
YCL002C,0.902885803222656
YCL030C,1.00084539794922
YCL040W,0.904135559082031
YCL044C,0.984303466796875
YCL055W,0.987893127441406
YCR024C,0.899501647949219
YCR037C,0.960641296386719
YCR042C,0.951059204101563
YCR046C,0.953850524902344
YCR063W,0.963855651855469
YCR095C,1.00716265869141
YDL022W,1.04389831542969
YDL053C,0.987996520996094
YDL057W,0.964313232421875
YDL084W,0.990162719726562
YDL086W,0.955866027832031
YDL102W,1.00356597900391
YDL107W,1.01218560791016
YDL115C,1.02286352539063
YDL127W,0.975313171386719
YDL134C,0.94162548828125
YDL141W,0.979892272949219
YDL143W,1.04548229980469
YDL154W,0.969853576660156
YDL155W,0.952587097167969
YDL161W,1.05916833496094
YDL165W,0.964445373535156
YDL166C,0.959198303222656
YDL168W,0.933467102050781
YDL177C,0.986007385253906
YDL180W,1.00875256347656
YDL211C,1.09629150390625
YDL230W,1.15530053710937
YDR003W,1.04633996582031
YDR022C,0.934054382324219
YDR026C,1.01126971435547
YDR037W,1.164884765625
YDR072C,0.879535705566406
YDR078C,0.972867370605469
YDR081C,0.958335327148437
YDR091C,1.14173620605469
YDR092W,1.01342498779297
YDR119W,0.934557189941406
YDR151C,0.887054077148438
YDR155C,0.872647216796875
YDR160W,0.993533447265625
YDR167W,1.034880859375
YDR181C,0.990548034667969
YDR188W,0.979229553222656
YDR219C,0.995797058105469
YDR239C,1.04342309570312
YDR245W,1.01862689208984
YDR246W,1.07707116699219
YDR259C,0.995873901367187
YDR272W,0.99940283203125
YDR293C,1.05989233398438
YDR302W,0.996662414550781
YDR312W,0.987863586425781
YDR314C,1.12090197753906
YDR333C,1.00344006347656
YDR339C,0.926095336914063
YDR359C,1.08120776367188
YDR373W,0.95548779296875
YDR376W,1.00198822021484
YDR436W,1.03766296386719
YDR456W,0.992954345703125
YDR520C,0.990192260742187
YDR528W,0.988713134765625
YDR532C,0.958674560546875
YDR540C,0.973042419433594
YEL011W,1.07142053222656
YEL016C,0.965601196289062
YEL023C,0.932568481445312
YEL056W,1.09810437011719
YEL061C,1.04026831054688
YER015W,0.875015502929688
YER016W,1.068705078125
YER048C,0.990329467773438
YER053C,0.935408203125
YER066W,0.977117126464844
YER070W,1.09166137695312
YER073W,0.9652431640625
YER090W,1.04898608398437
YER110C,0.944658447265625
YER114C,0.958358520507812
YER119C,0.900511169433594
YER122C,0.885689697265625
YER127W,1.00740386962891
YER133W,1.0049443359375
YER147C,0.955862121582031
YER149C,0.985215759277344
YER152C,0.951079162597656
YER154W,1.05330834960937
YER166W,0.93538232421875
YER174C,0.9371064453125
YER176W,0.901909545898438
YFL031W,1.07008349609375
YFL037W,0.944955505371094
YFL050C,1.27441882324219
YFR006W,1.0234140625
YFR043C,0.970095092773438
YFR052W,1.04489489746094
YGL006W,1.05863037109375
YGL036W,0.963595275878906
YGL050W,0.883413635253906
YGL055W,0.989802062988281
YGL062W,0.983331848144531
YGL076C,0.942555053710938
YGL078C,1.02322247314453
YGL082W,1.01627593994141
YGL092W,1.03515673828125
YGL093W,0.931733642578125
YGL099W,1.13618603515625
YGL112C,0.955832397460938
YGL113W,1.0143330078125
YGL114W,1.00698370361328
YGL116W,0.97163330078125
YGL125W,1.03706689453125
YGL144C,0.982594299316406
YGL180W,0.983238403320313
YGL183C,0.959904602050781
YGL190C,0.993152160644531
YGL195W,1.01959143066406
YGL200C,0.95870263671875
YGL233W,1.00100933837891
YGL238W,1.00931066894531
YGL251C,1.06994689941406
YGR043C,0.942267395019531
YGR065C,0.921316162109375
YGR072W,1.1097119140625
YGR078C,1.06278259277344
YGR082W,1.08022143554688
YGR086C,1.01593383789063
YGR088W,0.949013000488281
YGR091W,0.867108703613281
YGR116W,1.01650610351563
YGR122W,1.04480871582031
YGR127W,0.949746520996094
YGR132C,1.01624475097656
YGR141W,1.01422564697266
YGR142W,0.938683044433594
YGR150C,0.960138854980469
YGR156W,1.02560754394531
YGR174C,1.00811193847656
YGR180C,1.05041052246094
YGR204W,1.06699169921875
YGR207C,1.00663726806641
YGR214W,0.916030517578125
YGR229C,0.965539184570313
YGR235C,1.01178985595703
YGR238C,0.923363647460937
YGR240C,0.992893493652344
YGR245C,0.950032165527344
YGR253C,0.977697082519531
YGR254W,1.03846069335937
YGR274C,0.919380920410156
YGR281W,1.04689489746094
YGR282C,1.05039453125
YGR289C,0.978656799316406
YHL003C,1.00081341552734
YHL016C,1.10007287597656
YHR022C,1.03338708496094
YHR027C,0.955890869140625
YHR028C,1.09388366699219
YHR033W,1.06694287109375
YHR042W,1.00758959960938
YHR077C,1.10160046386719
YHR097C,1.00324884033203
YHR152W,1.02443041992188
YHR159W,0.995710388183594
YHR161C,1.11369982910156
YHR201C,0.996708435058594
YHR204W,0.908595275878906
YIL006W,1.12900634765625
YIL010W,0.989853698730469
YIL015W,1.03933898925781
YIL016W,0.973842102050781
YIL020C,1.03689367675781
YIL042C,1.12178479003906
YIL046W,0.929203247070313
YIL063C,1.05956970214844
YIL070C,1.01306976318359
YIL094C,1.0297587890625
YIL096C,0.903647033691406
YIL098C,1.0566357421875
YIL105C,1.03352575683594
YIL112W,1.14699914550781
YIL121W,1.12826599121094
YIL122W,0.98627197265625
YIL128W,1.01606103515625
YIL129C,1.03097277832031
YIL136W,1.0887353515625
YIL138C,1.0585498046875
YIL140W,0.884867431640625
YIL152W,1.01525665283203
YIL157C,0.976884033203125
YIL164C,1.02595935058594
YIR023W,1.01666571044922
YIR025W,1.05249841308594
YIR030C,1.112958984375
YJL023C,0.933844665527344
YJL025W,1.18850219726562
YJL031C,1.07185412597656
YJL046W,0.997749938964844
YJL056C,1.15705859375
YJL079C,1.13028393554688
YJL085W,1.01902587890625
YJL093C,1.08493542480469
YJL125C,1.15772570800781
YJL154C,1.092693359375
YJL186W,1.08127355957031
YJR006W,0.972311157226562
YJR008W,1.19838427734375
YJR013W,1.02331652832031
YJR040W,1.04815185546875
YJR043C,0.885905395507813
YJR050W,0.963591674804688
YJR053W,1.01605718994141
YJR073C,0.927491271972656
YJR075W,0.896179992675781
YJR147W,0.966595153808594
YKL011C,0.946352600097656
YKL016C,0.918572326660156
YKL022C,0.993432800292969
YKL026C,1.01280755615234
YKL029C,0.995158874511719
YKL034W,0.966539306640625
YKL048C,1.02280718994141
