Gene PsiValue PsiValue
YAL001C 0.269272300155061 0.269272300155061
YAL002W 0.237162909065269 0.237162909065269
YAL003W 0.31170585031343 0.31170585031343
YAL007C 0.267347654813291 0.267347654813291
YAL008W 0.257274085165996 0.257274085165996
YAL009W 0.273746829593363 0.273746829593363
YAL010C 0.284658218515941 0.284658218515941
YAL011W 0.260278173952213 0.260278173952213
YAL012W 0.300334994785057 0.300334994785057
YAL013W 0.270646644264802 0.270646644264802
YAL014C 0.282445240423374 0.282445240423374
YAL015C 0.252337858794803 0.252337858794803
YAL016W 0.275207751801505 0.275207751801505
YAL017W 0.0921150655141871 0.0921150655141871
YAL019W 0.138261756626403 0.138261756626403
YAL020C 0.276989228663639 0.276989228663639
YAL021C 0.0343003711664441 0.0343003711664441
YAL022C 0.27043588146314 0.27043588146314
YAL023C 0.277549752867046 0.277549752867046
YAL024C 0.228742607907769 0.228742607907769
YAL025C 0.28632265330276 0.28632265330276
YAL026C 0.0642851794998765 0.0642851794998765
YAL027W 0.251811811031445 0.251811811031445
YAL028W 0.284342596247647 0.284342596247647
YAL029C 0.0325562777853342 0.0325562777853342
YAL031C 0.264242764830796 0.264242764830796
YAL032C 0.263240284531044 0.263240284531044
YAL033W 0.306447508710951 0.306447508710951
YAL034C 0.708050477574586 0.708050477574586
YAL034W-A 0.262117065414375 0.262117065414375
YAL035W 0.291496817169601 0.291496817169601
YAL036C 0.277827836566516 0.277827836566516
YAL037W 3.44134381096878 3.44134381096878
YAL038W 0.325003670485614 0.325003670485614
YAL039C 0.265505897988864 0.265505897988864
YAL040C 0.275651756178721 0.275651756178721
YAL041W 0.118788250626384 0.118788250626384
YAL042W 0.265366736692408 0.265366736692408
YAL043C 0.261794799187858 0.261794799187858
YAL044C 0.278467779478784 0.278467779478784
YAL047C 0.297385044456929 0.297385044456929
YAL048C 0.270275903570789 0.270275903570789
YAL049C 0.277945959016234 0.277945959016234
YAL051W 0.0791692441152665 0.0791692441152665
YAL053W 0.14790091342311 0.14790091342311
YAL055W 0.37595957050447 0.37595957050447
YAL056W 0.263516086911344 0.263516086911344
YAL058W 0.269608228904996 0.269608228904996
YAL059W 0.270394479670806 0.270394479670806
YAL060W 0.278672376041038 0.278672376041038
YAL061W 0.285995390936185 0.285995390936185
YAL062W 0.30228274702623 0.30228274702623
YAR002C-A 0.290848621476653 0.290848621476653
YAR002W 0.0613739988729422 0.0613739988729422
YAR003W 0.286948394607461 0.286948394607461
YAR007C 0.164873666735621 0.164873666735621
YAR008W 0.263957502773015 0.263957502773015
YAR014C 0.243807475888622 0.243807475888622
YAR015W 0.280414807182955 0.280414807182955
YAR018C 0.262794109356239 0.262794109356239
YAR019C 0.257999349354354 0.257999349354354
YAR023C 2.08669061538585 2.08669061538585
YAR027W 0.263032837391517 0.263032837391517
YAR028W 0.249959003329321 0.249959003329321
YAR031W 0.272200904181479 0.272200904181479
YAR042W 0.267474620388867 0.267474620388867
YBL004W 0.197696007429006 0.197696007429006
YBL005W 0.269482732964637 0.269482732964637
YBL006C 0.254359064428539 0.254359064428539
YBL007C 0.203013313440047 0.203013313440047
YBL008W 0.267395707241253 0.267395707241253
YBL009W 0.144232437753472 0.144232437753472
YBL010C 0.250867830516983 0.250867830516983
YBL011W 0.247299465089828 0.247299465089828
YBL014C 0.28483648991406 0.28483648991406
YBL015W 0.293320587912028 0.293320587912028
YBL016W 0.282750280786721 0.282750280786721
YBL017C 0.00623633508355567 0.00623633508355567
YBL019W 0.292748980343011 0.292748980343011
YBL020W 0.215829411386322 0.215829411386322
YBL022C 0.1484605195449 0.1484605195449
YBL023C 0.272814681513283 0.272814681513283
YBL024W 0.284046119463009 0.284046119463009
YBL027W 0.724527945279451 0.724527945279451
YBL029W 0.28270576185759 0.28270576185759
YBL030C 0.297204085926384 0.297204085926384
YBL031W 0.265944535659782 0.265944535659782
YBL032W 0.254878319667528 0.254878319667528
YBL033C 0.271127194703031 0.271127194703031
YBL034C 0.0429823916302891 0.0429823916302891
YBL035C 0.273365680808505 0.273365680808505
YBL036C 0.287262447117999 0.287262447117999
YBL037W 0.14689688368219 0.14689688368219
YBL038W 0.281614510362666 0.281614510362666
YBL039C 0.285902151521021 0.285902151521021
YBL040C 0.281810782437067 0.281810782437067
YBL041W 0.281328441706131 0.281328441706131
YBL042C 0.0420379862078106 0.0420379862078106
YBL045C 0.288636820319111 0.288636820319111
