Gene,PhiValue,PhiValue
YBR179C,0.120686382288336,0.120686382288336
YBR182C,0.00913119037143063,0.00913119037143063
YBR183W,0.0229583164943521,0.0229583164943521
YBR184W,0.0181469792053529,0.0181469792053529
YBR185C,0.208958353546299,0.208958353546299
YBR187W,1.47757542027589,1.47757542027589
YBR189W,24.8210403693261,24.8210403693261
YBR191W,6.46020522926753,6.46020522926753
YBR192W,0.248136260636101,0.248136260636101
YBR193C,0.208164008616382,0.208164008616382
YBR195C,0.139175173412792,0.139175173412792
YBR196C,21.8627764797616,21.8627764797616
YBR197C,0.249345001484349,0.249345001484349
YBR198C,0.374250019842669,0.374250019842669
YBR199W,0.510189024240886,0.510189024240886
YBR200W,0.2803398011266,0.2803398011266
YBR201W,0.117937299692872,0.117937299692872
YBR202W,0.271539352158861,0.271539352158861
YBR204C,0.129884762210186,0.129884762210186
YBR205W,0.900666497005872,0.900666497005872
YBR207W,0.349020131854098,0.349020131854098
YBR208C,0.091735098996155,0.091735098996155
YBR211C,0.126958463231529,0.126958463231529
YBR212W,0.358472015965176,0.358472015965176
YBR213W,0.131519576855751,0.131519576855751
YBR214W,0.183636705117049,0.183636705117049
YBR215W,0.211852682185244,0.211852682185244
YBR216C,0.127215232464659,0.127215232464659
YBR217W,0.0955979190920973,0.0955979190920973
YBR218C,0.547932955079257,0.547932955079257
YBR220C,0.188048841675888,0.188048841675888
YBR221C,4.31109066699333,4.31109066699333
YBR222C,0.702161597059183,0.702161597059183
YBR223C,0.0291651074144399,0.0291651074144399
YBR225W,0.0589737470501474,0.0589737470501474
YBR227C,0.242843870125481,0.242843870125481
YBR228W,0.0441668289659937,0.0441668289659937
YBR229C,0.312891437208546,0.312891437208546
YBR231C,0.256127203600607,0.256127203600607
YBR233W,0.215226120501322,0.215226120501322
YBR234C,1.47266186348478,1.47266186348478
YBR235W,0.0720511371835885,0.0720511371835885
YBR236C,0.312826186980163,0.312826186980163
YBR237W,0.0448933935837658,0.0448933935837658
YBR238C,0.183844108449095,0.183844108449095
YBR239C,0.0443796148159706,0.0443796148159706
YBR241C,0.0600294275761678,0.0600294275761678
YBR242W,0.387296704862438,0.387296704862438
YBR243C,0.307950998758954,0.307950998758954
YBR244W,2.40143547337852,2.40143547337852
YBR245C,0.527624231010742,0.527624231010742
YBR246W,0.20822579928661,0.20822579928661
YBR247C,0.776869553739732,0.776869553739732
YBR248C,1.11130000018058,1.11130000018058
YBR249C,6.91350261186997,6.91350261186997
YBR251W,0.321413385728615,0.321413385728615
YBR254C,0.404586497823162,0.404586497823162
YBR255W,0.0519458330467817,0.0519458330467817
YBR256C,0.673605501738917,0.673605501738917
YBR257W,0.179449026053535,0.179449026053535
YBR259W,0.0247015336602851,0.0247015336602851
YBR260C,0.176691650432998,0.176691650432998
YBR261C,1.14356877974735,1.14356877974735
YBR263W,2.44660002569735,2.44660002569735
YBR264C,0.254181820819941,0.254181820819941
YBR265W,0.53801264162182,0.53801264162182
YBR267W,0.823849260703256,0.823849260703256
YBR270C,0.00902337465313021,0.00902337465313021
YBR271W,0.209450821023433,0.209450821023433
YBR272C,0.15644087144656,0.15644087144656
YBR273C,0.403421874015955,0.403421874015955
YBR274W,0.0903014230139828,0.0903014230139828
YBR275C,0.0735987132047633,0.0735987132047633
YBR276C,0.0439171131200993,0.0439171131200993
YBR278W,0.119726151771927,0.119726151771927
YBR279W,0.550924589421388,0.550924589421388
YBR280C,0.0558193737464771,0.0558193737464771
YBR281C,0.182842392910202,0.182842392910202
YBR283C,2.19034584737048,2.19034584737048
YBR286W,5.4543683825363,5.4543683825363
YBR287W,0.41381557402799,0.41381557402799
YBR288C,0.373061403652428,0.373061403652428
YBR289W,0.135062307796649,0.135062307796649
YBR290W,0.35331623946198,0.35331623946198
YBR291C,0.158090071027411,0.158090071027411
YBR293W,0.0253608309814796,0.0253608309814796
YBR295W,0.023189271138864,0.023189271138864
YBR296C,0.310939342175005,0.310939342175005
YBR297W,0.0395932094469863,0.0395932094469863
YBR298C,0.00247604659327386,0.00247604659327386
YCL001W,1.04178830214354,1.04178830214354
YCL002C,0.0708638690667751,0.0708638690667751
YCL004W,0.0270710058748238,0.0270710058748238
YCL005W,0.123621346887474,0.123621346887474
YCL008C,0.171565135191358,0.171565135191358
YCL009C,4.19884961349947,4.19884961349947
YCL010C,0.359842913264663,0.359842913264663
YCL011C,1.20263971945554,1.20263971945554
YCL014W,0.129123015678825,0.129123015678825
YCL016C,0.0787856118269595,0.0787856118269595
YCL017C,1.07538276620861,1.07538276620861
YCL024W,0.068640598609971,0.068640598609971
YCL025C,0.188015182947487,0.188015182947487
YCL026C-B,0.162429211977096,0.162429211977096
YCL027W,0.0714955501652875,0.0714955501652875
YCL028W,2.61868436877698,2.61868436877698
YCL029C,0.200770715134575,0.200770715134575
YCL030C,4.2030246608978,4.2030246608978
YCL031C,0.602288577304105,0.602288577304105
YCL032W,0.13515878961509,0.13515878961509
YCL033C,0.892032924128786,0.892032924128786
YCL034W,0.669776731064373,0.669776731064373
YCL036W,0.109471142221517,0.109471142221517
YCL037C,4.83571398697477,4.83571398697477
YCL038C,0.0822995963519214,0.0822995963519214
YCL039W,0.0758228323735576,0.0758228323735576
YCL040W,0.83826337195601,0.83826337195601
YCL043C,8.602800022728,8.602800022728
YCL044C,0.202978444704294,0.202978444704294
YCL045C,0.938391052049807,0.938391052049807
YCL047C,0.157526218678492,0.157526218678492
YCL049C,0.125224469039487,0.125224469039487
YCL050C,4.59793562083946,4.59793562083946
YCL051W,0.100788503710332,0.100788503710332
YCL052C,0.145256337281485,0.145256337281485
YCL054W,0.796898002248246,0.796898002248246
YCL055W,0.283259036320798,0.283259036320798
YCL057W,0.77261837879432,0.77261837879432
YCL059C,1.67637665987774,1.67637665987774
YCL061C,0.138279893101683,0.138279893101683
YCL063W,0.123914591988344,0.123914591988344
YCL064C,3.25938858592549,3.25938858592549
YCR002C,1.02418046285738,1.02418046285738
YCR003W,0.231285325042959,0.231285325042959
YCR004C,2.71821192003866,2.71821192003866
YCR005C,0.689437552580902,0.689437552580902
YCR007C,0.0322762942175807,0.0322762942175807
YCR008W,0.218591214605224,0.218591214605224
YCR009C,1.1824941367208,1.1824941367208
YCR011C,0.436320822153748,0.436320822153748
YCR012W,136.441089941235,136.441089941235
YCR014C,0.00302078112471319,0.00302078112471319
YCR015C,0.0877335571475412,0.0877335571475412
YCR016W,0.856699812752402,0.856699812752402
YCR017C,0.386641712417878,0.386641712417878
YCR018C,0.331497735432102,0.331497735432102
YCR019W,0.0696993810342536,0.0696993810342536
YCR020C,0.0133030314636396,0.0133030314636396
YCR021C,0.0144377010355415,0.0144377010355415
YCR023C,0.109885216596601,0.109885216596601
YCR024C,0.0398896842317682,0.0398896842317682
YCR026C,0.164067969377698,0.164067969377698
YCR027C,0.148022641997585,0.148022641997585
YCR028C,0.167272823919668,0.167272823919668
YCR030C,0.271768302075532,0.271768302075532
YCR032W,0.0183660383572078,0.0183660383572078
YCR033W,0.131638082289657,0.131638082289657
YCR034W,1.75059787777826,1.75059787777826
YCR035C,0.465273455403075,0.465273455403075
YCR036W,0.485890009679947,0.485890009679947
YCR037C,0.101826022693594,0.101826022693594
YCR042C,0.150727521304946,0.150727521304946
YCR044C,0.264165632435659,0.264165632435659
YCR046C,0.776728346439329,0.776728346439329
YCR047C,0.62491264555748,0.62491264555748
YCR048W,0.408298892206707,0.408298892206707
YCR051W,1.56601960187847,1.56601960187847
YCR052W,0.533520697372866,0.533520697372866
YCR053W,6.16843370812476,6.16843370812476
YCR054C,0.141846931231304,0.141846931231304
YCR057C,0.471498981527054,0.471498981527054
YCR059C,0.244972516578911,0.244972516578911
YCR063W,0.131827454271968,0.131827454271968
YCR065W,0.326183459263695,0.326183459263695
YCR066W,0.0624913588073846,0.0624913588073846
YCR067C,0.27915950876218,0.27915950876218
YCR068W,0.0970782768268275,0.0970782768268275
YCR069W,0.911845318053031,0.911845318053031
YCR072C,0.640504972612484,0.640504972612484
YCR073C,0.0146062639645338,0.0146062639645338
YCR073W-A,0.57230268664708,0.57230268664708
YCR075C,0.143126990428486,0.143126990428486
YCR076C,0.241895474565593,0.241895474565593
YCR077C,0.816011791478231,0.816011791478231
YCR079W,0.0276752492445693,0.0276752492445693
YCR081W,0.049032946156076,0.049032946156076
YCR084C,0.850672253698663,0.850672253698663
YCR086W,0.209613097051967,0.209613097051967
YCR087C-A,2.12146498524522,2.12146498524522
YCR088W,3.7910395799092,3.7910395799092
YCR090C,0.60707322192183,0.60707322192183
YCR092C,0.0945256993293065,0.0945256993293065
YCR093W,0.361288329232019,0.361288329232019
YCR094W,0.314148664097291,0.314148664097291
YCR095C,0.127195750092714,0.127195750092714
YCR098C,0.00621783494618223,0.00621783494618223
YCR099C,0.00450217583644803,0.00450217583644803
YCR100C,0.00228857188070006,0.00228857188070006
YCR101C,0.0269000088883614,0.0269000088883614
YCR106W,0.0177535264258658,0.0177535264258658
YDL001W,0.179375583820365,0.179375583820365
YDL002C,0.404336086918761,0.404336086918761
YDL003W,0.398105028686568,0.398105028686568
YDL004W,2.70920969538574,2.70920969538574
YDL005C,0.248900144908547,0.248900144908547
YDL006W,0.270240704595732,0.270240704595732
YDL007W,2.46993472660698,2.46993472660698
YDL008W,0.295021342332553,0.295021342332553
YDL010W,0.417732079064931,0.417732079064931
YDL013W,0.116498230043531,0.116498230043531
YDL014W,11.3939362032139,11.3939362032139
YDL015C,1.83236926845539,1.83236926845539
YDL017W,0.0768331532798838,0.0768331532798838
YDL018C,0.319117530234349,0.319117530234349
YDL019C,0.214449467001156,0.214449467001156
YDL020C,0.465110785027987,0.465110785027987
YDL021W,0.0475074497884591,0.0475074497884591
YDL022W,2.29093266183924,2.29093266183924
YDL025C,0.120280870553132,0.120280870553132
YDL027C,0.0638456969594095,0.0638456969594095
YDL028C,0.0947645078060056,0.0947645078060056
YDL029W,1.55590386934279,1.55590386934279
YDL030W,0.119943492393966,0.119943492393966
YDL031W,0.641796036617816,0.641796036617816
YDL033C,0.0444133084198919,0.0444133084198919
YDL035C,0.106738374678215,0.106738374678215
YDL036C,0.133579049021396,0.133579049021396
YDL039C,0.00116265465598521,0.00116265465598521
YDL040C,0.839171953526605,0.839171953526605
YDL042C,0.151824144457958,0.151824144457958
YDL043C,0.340769358338243,0.340769358338243
YDL044C,0.0989543972601843,0.0989543972601843
YDL045C,0.150880852649056,0.150880852649056
YDL046W,2.29359406226267,2.29359406226267
YDL047W,0.48719698257622,0.48719698257622
YDL051W,3.46366311468459,3.46366311468459
YDL052C,0.866627690533566,0.866627690533566
YDL053C,0.927841412408117,0.927841412408117
YDL054C,0.143377482146175,0.143377482146175
YDL055C,20.0572737297444,20.0572737297444
YDL056W,0.123024431818543,0.123024431818543
YDL057W,0.0870042720269205,0.0870042720269205
YDL058W,0.224575796050995,0.224575796050995
YDL059C,0.044130055662765,0.044130055662765
YDL060W,0.487917158093107,0.487917158093107
YDL063C,0.37706988938549,0.37706988938549
YDL064W,1.72742434808254,1.72742434808254
YDL065C,0.864201283203372,0.864201283203372
YDL066W,2.75952992100564,2.75952992100564
YDL069C,0.0511993315458785,0.0511993315458785
YDL070W,0.470196848855607,0.470196848855607
YDL072C,1.44773548909082,1.44773548909082
YDL073W,0.0570536004205312,0.0570536004205312
YDL074C,0.352066737756631,0.352066737756631
YDL076C,0.224780398686434,0.224780398686434
YDL077C,0.0573373493994549,0.0573373493994549
YDL078C,1.32196300535361,1.32196300535361
YDL080C,0.0385043144890516,0.0385043144890516
YDL082W,9.9458197793393,9.9458197793393
YDL084W,7.72388240018459,7.72388240018459
YDL086W,0.773090811664354,0.773090811664354
YDL087C,0.149492083425453,0.149492083425453
YDL088C,0.293224598002632,0.293224598002632
YDL089W,0.0998687141204045,0.0998687141204045
YDL090C,0.144475442812282,0.144475442812282
YDL091C,0.0701039130874553,0.0701039130874553
YDL093W,0.184017352158054,0.184017352158054
YDL095W,1.62912920876973,1.62912920876973
YDL097C,2.18704078894832,2.18704078894832
YDL098C,0.236859308900108,0.236859308900108
YDL099W,0.898450984108767,0.898450984108767
YDL100C,3.59375940178393,3.59375940178393
YDL101C,0.184840694292579,0.184840694292579
YDL102W,0.244505732088133,0.244505732088133
YDL103C,0.973577506744588,0.973577506744588
YDL104C,0.0390111704322065,0.0390111704322065
YDL105W,0.0745806000778852,0.0745806000778852
YDL106C,0.193586333278984,0.193586333278984
YDL107W,0.0618944898939748,0.0618944898939748
YDL108W,0.245202623585548,0.245202623585548
YDL109C,0.00888454620748333,0.00888454620748333
YDL110C,0.509475376708746,0.509475376708746
YDL111C,0.524805791767188,0.524805791767188
YDL112W,0.245144660341019,0.245144660341019
YDL113C,0.107540985105555,0.107540985105555
YDL115C,0.225695448748235,0.225695448748235
YDL116W,0.252026035775068,0.252026035775068
YDL117W,0.138518850263188,0.138518850263188
YDL119C,0.0635013036796627,0.0635013036796627
YDL120W,1.08550411945734,1.08550411945734
YDL121C,1.18029955180343,1.18029955180343
YDL122W,0.361322907901072,0.361322907901072
YDL124W,0.913007440050896,0.913007440050896
YDL125C,5.70377696868582,5.70377696868582
YDL126C,7.14753357805559,7.14753357805559
YDL127W,0.131225838073514,0.131225838073514
YDL128W,0.756216608350457,0.756216608350457
YDL129W,0.136044390383604,0.136044390383604
YDL131W,0.523605737863819,0.523605737863819
YDL132W,0.307758321908762,0.307758321908762
YDL133W,0.144570149621347,0.144570149621347
YDL134C,0.340490571226904,0.340490571226904
YDL135C,1.47891445889037,1.47891445889037
YDL137W,2.80433198141084,2.80433198141084
YDL138W,0.0174486576680196,0.0174486576680196
YDL139C,0.124331620574826,0.124331620574826
YDL140C,0.960216175976977,0.960216175976977
YDL141W,0.266917586660822,0.266917586660822
YDL142C,0.119731589217816,0.119731589217816
YDL143W,2.28851545318832,2.28851545318832
YDL144C,0.310800268297376,0.310800268297376
YDL145C,1.14627219244075,1.14627219244075
YDL146W,0.045428528503871,0.045428528503871
YDL147W,2.33372329156722,2.33372329156722
YDL148C,0.724018542344877,0.724018542344877
YDL149W,0.0324707755469709,0.0324707755469709
YDL150W,0.61833565857351,0.61833565857351
YDL153C,0.992160347776797,0.992160347776797
YDL154W,0.00303353092326867,0.00303353092326867
YDL155W,0.214084227191999,0.214084227191999
YDL156W,0.095073671919874,0.095073671919874
YDL159W,0.119804850448005,0.119804850448005
YDL160C,2.40982466556906,2.40982466556906
YDL161W,0.689872420955556,0.689872420955556
YDL164C,0.270260249525565,0.270260249525565
YDL165W,0.805205680814775,0.805205680814775
YDL166C,0.948817322781295,0.948817322781295
YDL167C,0.306060390663567,0.306060390663567
YDL168W,1.74537630840025,1.74537630840025
YDL170W,0.0730960349754789,0.0730960349754789
YDL171C,0.796771466058016,0.796771466058016
YDL173W,1.1178334149649,1.1178334149649
YDL174C,0.197303847050616,0.197303847050616
YDL175C,0.215572947634161,0.215572947634161
YDL176W,0.0416181978923478,0.0416181978923478
YDL177C,0.123641925818343,0.123641925818343
YDL178W,0.432217840298004,0.432217840298004
