Gene PsiValue PsiValue
YAL001C 0.229147112216265 0.229147112216265
YAL002W 0.232509730515177 0.232509730515177
YAL003W 0.228769180974758 0.228769180974758
YAL007C 0.22799045136756 0.22799045136756
YAL008W 0.228242693043837 0.228242693043837
YAL009W 0.233835274806697 0.233835274806697
YAL010C 0.233009874391676 0.233009874391676
YAL011W 0.22869320464508 0.22869320464508
YAL012W 0.228682550173138 0.228682550173138
YAL013W 0.226506150220823 0.226506150220823
YAL014C 0.228638494559156 0.228638494559156
YAL015C 0.228651835845567 0.228651835845567
YAL016W 0.228147237987504 0.228147237987504
YAL017W 0.22882971274915 0.22882971274915
YAL019W 0.228867947552099 0.228867947552099
YAL020C 0.224947341143556 0.224947341143556
YAL021C 0.228015937746411 0.228015937746411
YAL022C 0.228714659649936 0.228714659649936
YAL023C 0.228608628006083 0.228608628006083
YAL024C 0.229001438494707 0.229001438494707
YAL025C 0.230640985946211 0.230640985946211
YAL026C 0.229238247868265 0.229238247868265
YAL027W 0.230983220541639 0.230983220541639
YAL028W 0.227287219441206 0.227287219441206
YAL029C 0.229550547630114 0.229550547630114
YAL031C 0.23023814205603 0.23023814205603
YAL032C 0.227524891039016 0.227524891039016
YAL033W 0.22701425238397 0.22701425238397
YAL034C 0.237721146857405 0.237721146857405
YAL034W-A 0.228016966437362 0.228016966437362
YAL035W 0.228496106610559 0.228496106610559
YAL036C 0.228879645215227 0.228879645215227
YAL037W 0.241066035391812 0.241066035391812
YAL038W 0.22857771303691 0.22857771303691
YAL039C 0.229121063149554 0.229121063149554
YAL040C 0.229267780455945 0.229267780455945
YAL041W 0.227751479500559 0.227751479500559
YAL042W 0.229875178813933 0.229875178813933
YAL043C 0.229462295485974 0.229462295485974
YAL044C 0.228460564886278 0.228460564886278
YAL047C 0.22854297848619 0.22854297848619
YAL048C 0.232596756159443 0.232596756159443
YAL049C 0.226188845092882 0.226188845092882
YAL051W 0.230611400000463 0.230611400000463
YAL053W 0.228706245529473 0.228706245529473
YAL055W 0.231719795390734 0.231719795390734
YAL056W 0.229749668125556 0.229749668125556
YAL058W 0.226171882126218 0.226171882126218
YAL059W 0.229471612111466 0.229471612111466
YAL060W 0.227951542090341 0.227951542090341
YAL061W 0.233536004017663 0.233536004017663
YAL062W 0.232066611777032 0.232066611777032
YAR002C-A 0.228513788058101 0.228513788058101
YAR002W 0.228679754326091 0.228679754326091
YAR003W 0.228897621129643 0.228897621129643
YAR007C 0.229263894892944 0.229263894892944
YAR008W 0.230267878285505 0.230267878285505
YAR014C 0.228108559837644 0.228108559837644
YAR015W 0.228464589562402 0.228464589562402
YAR018C 0.229975363191183 0.229975363191183
YAR019C 0.229402299387078 0.229402299387078
YAR023C 0.246186900238628 0.246186900238628
YAR027W 0.228797689299594 0.228797689299594
YAR028W 0.231718410087156 0.231718410087156
YAR031W 0.233814089388639 0.233814089388639
YAR042W 0.227668440093628 0.227668440093628
YBL004W 0.228646166878628 0.228646166878628
YBL005W 0.228145150578939 0.228145150578939
YBL006C 0.228088876785743 0.228088876785743
YBL007C 0.228788451703542 0.228788451703542
YBL008W 0.230628048848596 0.230628048848596
YBL009W 0.227182399624457 0.227182399624457
YBL010C 0.233032516449083 0.233032516449083
YBL011W 0.228353700640355 0.228353700640355
YBL014C 0.229829958275808 0.229829958275808
YBL015W 0.228805988253567 0.228805988253567
YBL016W 0.227464890938961 0.227464890938961
YBL017C 0.228512218342386 0.228512218342386
